OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,Latitude,Longitude
219,38290,Spain SW Coast -- 38200,Cadiz, ,ES CAD,Spain,North Atlantic Ocean,36.53,-6.30
220,38220,Spain SW Coast -- 38200,Huelva, ,ES HUV,Spain,North Atlantic Ocean,37.25,-6.95
221,37740,Spain N Coast -- 37270,Ferrol, ,ES FRO,Spain,North Atlantic Ocean,43.48,-8.23
222,37560,Spain N Coast -- 37270,Gijon, ,ES GIJ,Spain,Bay of Biscay; North Atlantic Ocean,43.55,-5.67
223,37230,France West Coast -- 36450,Bayonne, ,FR BAY,France,Bay of Biscay; North Atlantic Ocean,43.50,-1.47
224,36900,France West Coast -- 36450,Nantes, ,FR NTE,France,Bay of Biscay; North Atlantic Ocean,47.20,-1.57
225,36860,France West Coast -- 36450,Donges, ,FR DON,France,Bay of Biscay; North Atlantic Ocean,47.30,-2.07
226,35870,France NW Coast -- 35720,Deauville, ,FR DOL,France,English Channel; North Atlantic Ocean,49.37,0.08
227,38310,Spain SW Coast -- 38200,Algeciras, ,ES ALG,Spain,Strait of Gibraltar; North Atlantic Ocean,36.13,-5.43
228,37600,Spain N Coast -- 37270,Aviles, ,ES AVS,Spain,Bay of Biscay; North Atlantic Ocean,43.60,-5.93
229,38375,Spain SE Coast -- 38340,Motril, ,ES MOT,Spain,Mediterranean Sea; North Atlantic Ocean,36.75,-3.52
230,38390,Spain SE Coast -- 38340,Almeria, ,ES LEI,Spain,Mediterranean Sea; North Atlantic Ocean,36.83,-2.47
231,38500,Spain SE Coast -- 38340,El Grao,Castellon De La Plana,ES GCS,Spain,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,39.97,0.02
232,38610,Islas Baleares -- 38600,Ibiza,Iziza,ES IBZ,Spain,Mediterranean Sea; North Atlantic Ocean,38.90,1.45
233,39080,Corse -- 39040,Bonifacio, ,FR BON,France,Mediterranean Sea; North Atlantic Ocean,41.38,9.17
234,36620,France West Coast -- 36450,Concarneau, ,FR COC,France,Bay of Biscay; North Atlantic Ocean,47.87,-3.92
235,35830,France NW Coast -- 35720,Fecamp, ,FR FEC,France,English Channel; North Atlantic Ocean,49.77,0.37
236,36855,France NW Coast Cont -- 36060,Montoir, ,FR MTX,France,Bay of Biscay; North Atlantic Ocean,47.30,-2.13
237,37350,Spain N Coast -- 37270,Bermeo, ,ES BRM,Spain,Bay of Biscay; North Atlantic Ocean,43.42,-2.72
238,38380,Spain SE Coast -- 38340,Adra, ,ES ADR,Spain,Mediterranean Sea; North Atlantic Ocean,36.73,-3.03
239,38410,Spain SE Coast -- 38340,Aguilas, ,ES AGU,Spain,Mediterranean Sea; North Atlantic Ocean,37.40,-1.57
240,38460,Spain SE Coast -- 38340,Puerto De Gandia, ,ES GAN,Spain,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,39.00,-0.15
241,35880,France NW Coast -- 35720,Port De Caen,Ouistreham,FR CFR,France,English Channel; North Atlantic Ocean,49.18,-0.35
242,37470,Spain N Coast -- 37270,Santander, ,ES SDR,Spain,Bay of Biscay; North Atlantic Ocean,43.47,-3.78
243,38435,Spain SE Coast -- 38340,Torrevieja,Puerto De Torrevieja,ES TOR,Spain,Mediterranean Sea; North Atlantic Ocean,37.97,-0.68
244,38940,France South Coast -- 38710,Saint-Raphael, ,FR SRL,France,Mediterranean Sea; North Atlantic Ocean,43.42,6.77
245,38398,Spain SE Coast -- 38340,Puerto De Garrucha, ,ES GAR,Spain,Mediterranean Sea; North Atlantic Ocean,37.18,-1.82
246,38280,Spain SW Coast -- 38200,Rota, ,ES ROT,Spain,North Atlantic Ocean,36.62,-6.33
247,35885,France NW Coast -- 35720,Ouistreham, ,FR OUI,France,English Channel; North Atlantic Ocean,49.28,-0.25
248,38150,Islas Canarias -- 38140,Santa Cruz De La Palma, ,ES SPC,Spain,North Atlantic Ocean,28.68,-17.75
249,38780,France South Coast -- 38710,Port-de-Bouc,Lavera,FR PDB,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,43.40,4.98
250,38730,France South Coast -- 38710,Port-La-Nouvelle,La Nouvelle,FR NOU,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,43.02,3.07
251,61662,Japan -- 61100,Iwakuni Ko, ,JP IWK,Japan,Sea of Japan; North Pacific Ocean,34.18,132.25
252,61356,Japan -- 61100,Hitachi,Hitaki Ko,JP HTC,Japan,North Pacific Ocean,36.50,140.63
253,50140,Indonesia -- 50020,Muntok, ,ID MUO,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,-2.07,105.17
254,40590,Italy East Coast -- 40390,Manfredonia, ,IT MFR,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,41.62,15.92
255,39810,Italy West Coast Cont -- 39730,Civitavecchia, ,IT CVV,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,42.10,11.77
256,41420,Croatia -- 40877,Korcula, ,HR KOR,Croatia,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,42.93,17.13
257,41840,Greece West Coast -- 41710,Aigio,Aegion; Ormos Aiyiou; Vostitza,GR GIE,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,38.25,22.08
258,39140,Sardegna -- 39130,Maddalena,La Maddalena,IT MDA,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.21,9.40
259,39370,Italy West Coast -- 39330,Imperia, ,IT IMP,Italy,Mediterranean Sea; North Atlantic Ocean,43.88,8.03
260,40170,Sicilia -- 40090,Marsala, ,IT MRA,Italy,Mediterranean Sea; North Atlantic Ocean,37.78,12.43
261,40180,Sicilia -- 40090,Mazara Del Vallo, ,IT MAZ,Italy,Mediterranean Sea; North Atlantic Ocean,37.64,12.59
262,50925,Jawa -- 50920,Banten, ,ID BTN,Indonesia,"Indian Ocean, Java Sea; South Pacific Ocean",-6.02,105.97
263,51855,Indonesia - Borneo -- 51760,North Pulau Laut Coal Terminal, ,ID NPL,Indonesia,Makassar Strait; South Pacific Ocean,-3.20,116.28
264,51400,Lesser Sunda Islands -- 51250,Kupang, ,ID KOE,Indonesia,Savu Sea; Indian Ocean,-10.17,123.58
265,48420,Iran -- 48410,Khorramshahr, ,IR KHO,Iran,Persian Gulf; Indian Ocean,30.43,48.18
266,50930,Jawa -- 50920,Anyer Lor, ,ID ANR,Indonesia,Indian Ocean,-6.05,105.92
267,51280,Lesser Sunda Islands -- 51250,Ampenan, ,ID AMP,Indonesia,Bali Sea; Java Sea; South Pacific Ocean,-8.57,116.07
268,41350,Croatia -- 40877,Dugi Rat, ,HR DUR,Croatia,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,43.45,16.65
269,42980,Kikladhes -- 42870,Nisos Naxos,Naxia,GR JNX,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.10,25.37
270,62400,Japan -- 61100,Imari, ,JP IMI,Japan,Korea Strait; North Pacific Ocean,33.28,129.88
271,62190,Japan -- 61100,Hososhima Ko, ,JP HSM,Japan,East China Sea; North Pacific Ocean,32.43,131.67
272,62340,Japan -- 61100,Aokata, ,JP AOK,Japan,Korea Strait; North Pacific Ocean,32.98,129.07
273,62440,Japan -- 61100,Izuhara, ,JP IZH,Japan,Korea Strait; North Pacific Ocean,34.20,129.30
274,61960,Japan -- 61100,Komatsushima, ,JP KOM,Japan,Sea of Japan; North Pacific Ocean,34.02,134.60
275,62333,Japan -- 61100,Matsu-Shima, ,JP MTS,Japan,East China Sea; North Pacific Ocean,32.93,129.60
276,43120,Kriti -- 43080,Rethimnon, ,GR RET,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,35.37,24.47
277,9680,Honduras East Coast -- 9630,Trujillo, ,HN TJI,Honduras,Caribbean Sea; North Atlantic Ocean,15.92,-85.95
278,43100,Kriti -- 43080,Soudha,Azizieh; Suda,GR SDH,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,35.48,24.18
279,42230,Greece East Coast -- 42010,Piraievs,Athens; Dhrapetsdna,GR PIR,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.93,23.65
280,41010,Croatia -- 40877,Rijeka Luka,Baross; Branjoica; Brgud; Fiume; Luka Rijeka; Nazar Sauro; Susacka; Susaka,HR RJK,Croatia,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,45.33,14.43
281,40880,Croatia -- 40877,Umag, ,HR UMG,Croatia,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,45.43,13.52
282,51130,Jawa -- 50920,Surabaya,Tanjung Perak,ID SUB,Indonesia,Bali Sea; Java Sea; South Pacific Ocean,-7.20,112.73
283,61980,Japan -- 61100,Susaki Ko, ,JP SUZ,Japan,Sea of Japan; North Pacific Ocean,33.38,133.30
284,62170,Japan -- 61100,Tsukumi Ko, ,JP TMI,Japan,Korea Strait; North Pacific Ocean,33.08,131.87
285,61965,Japan -- 61100,Tachibana,Anan,JP TBN,Japan,Sea of Japan; North Pacific Ocean,33.87,134.67
286,50210,Indonesia -- 50020,Pangkalpinang, ,ID PGK,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,-2.12,106.13
287,51502,Kepulauan Anambas -- 51480,Udang Oilfield, ,ID UDG,Indonesia,South China Sea; North Pacific Ocean,4.03,106.48
288,48399,Iraq -- 48375,Umm Qasr, ,IQ UQR,Iraq,Persian Gulf; Indian Ocean,30.02,47.95
289,61760,Japan -- 61100,Sakaiminato, ,JP SMN,Japan,Sea of Japan; North Pacific Ocean,35.53,133.23
290,50935,Jawa -- 50920,Tanjung Sekong,Merak Petroleum Base,ID TSE,Indonesia,"Indian Ocean, Java Sea; South Pacific Ocean",-5.92,106.00
291,61540,Japan -- 61100,Tanabe Ko, ,JP TAE,Japan,Sea of Japan; North Pacific Ocean,33.72,135.37
292,62121,Japan -- 61100,Yahata,Yawata,JP YWT,Japan,Korea Strait; North Pacific Ocean,33.87,130.82
293,40440,Italy East Coast -- 40390,Crotone,Porto Di Crotone,IT CRV,Italy,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,39.08,17.14
294,40580,Italy East Coast -- 40390,Porto Di Barletta, ,IT BLT,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,41.33,16.29
295,40530,Italy East Coast -- 40390,Bari, ,IT BRI,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,41.15,16.85
296,40660,Italy East Coast -- 40390,Ancona, ,IT AOI,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,43.63,13.49
297,48460,Iran -- 48410,Bandar Khomeyni,Banda-e Iman Khomeyni,IR BKM,Iran,Persian Gulf; Indian Ocean,30.43,49.08
298,43165,Kriti -- 43080,Kali Limenes, ,GR KLL,Greece,Mediterranean Sea; North Atlantic Ocean,34.93,24.83
299,41720,Greece West Coast -- 41710,Kerkira,Corfu,GR CFU,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,39.62,19.93
300,39960,Italy West Coast Cont -- 39730,Napoli,Naples,IT NAP,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.83,14.28
301,42905,Kikladhes -- 42870,Mikonos,Mykonos,GR JMK,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.45,25.33
302,42600,Greece East Coast -- 42010,Kavala, ,GR KVA,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,40.93,24.40
303,39830,Italy West Coast Cont -- 39730,Anzio - Nettuno, ,IT ANZ,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.45,12.64
304,39860,Italy West Coast Cont -- 39730,Gaeta, ,IT GAE,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,41.22,13.58
305,40550,Italy East Coast -- 40390,Molfetta, ,IT MOL,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,41.22,16.60
306,42120,Greece East Coast -- 42010,Lavrio, ,GR LAV,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.70,24.07
307,51120,Jawa -- 50920,Gresik, ,ID GRE,Indonesia,Bali Sea; Java Sea; South Pacific Ocean,-7.15,112.65
308,50070,Indonesia -- 50020,Lalang Marine Terminal, ,ID LAT,Indonesia,Strait of Malacca; Indian Ocean,1.18,102.22
309,61425,Japan -- 61100,Omaezaki Ko, ,JP OMZ,Japan,North Pacific Ocean,34.60,138.23
310,61720,Japan -- 61100,Hagi Ko, ,JP HAG,Japan,Sea of Japan; North Pacific Ocean,34.42,131.40
311,61730,Japan -- 61100,Hamada Ko, ,JP HMD,Japan,Sea of Japan; North Pacific Ocean,34.90,132.08
312,42630,Greece East Coast -- 42010,Alexandroupoli, ,GR AXD,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,40.83,25.88
313,42840,Aegean Islands -- 42640,Neon Karlovas,Karlovasion; Neon Karlovasion,GR KAR,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.80,26.68
314,42880,Kikladhes -- 42870,Gavrio, ,GR GAV,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.88,24.73
315,39190,Sardegna -- 39130,Arbatax, ,IT ATX,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,39.93,9.70
316,39550,Italy West Coast -- 39330,Marina Di Carrara,Apuania; Carrara,IT MDC,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,44.03,10.05
317,41790,Greece West Coast -- 41710,Argostolion, ,GR ARM,Greece,Mediterranean Sea; North Atlantic Ocean,38.18,20.52
318,41880,Greece West Coast -- 41710,Katakolon, ,GR KAK,Greece,Mediterranean Sea; North Atlantic Ocean,37.65,21.32
319,42050,Greece East Coast -- 42010,Navplio,Nauplia,GR NPK,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.57,22.80
320,42160,Greece East Coast -- 42010,Megara Oil Terminal, ,GR MGR,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.97,23.40
321,61790,Japan -- 61100,Miyazu, ,JP MIY,Japan,Sea of Japan; North Pacific Ocean,35.53,135.20
322,61541,Japan -- 61100,Yura, ,JP YUA,Japan,Sea of Japan; North Pacific Ocean,33.95,135.10
323,41290,Croatia -- 40877,Sibenik,Sebenico,HR SIB,Croatia,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,43.73,15.88
324,42340,Greece East Coast -- 42010,Ormos Aliveriou, ,GR LVR,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,38.38,24.05
325,42070,Greece East Coast -- 42010,Spetses, , ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,37.27,23.17
326,41850,Greece West Coast -- 41710,Patrai,Patari Harbor; Patras; Patron,GR GPA,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,38.25,21.73
327,39610,Italy West Coast -- 39330,Vada, ,IT VDA,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,43.35,10.45
328,40240,Sicilia -- 40090,Siracusa,Syracuse,IT SIR,Italy,Mediterranean Sea; North Atlantic Ocean,37.05,15.28
329,39990,Italy West Coast Cont -- 39730,Torre Annunziata, ,IT TOA,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.75,14.45
330,40760,Italy East Coast -- 40390,Porto Di Lido-Venezia,Porto Di Lido; Venezia; Venice,IT VCE,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,45.42,12.43
331,40040,Italy West Coast Cont -- 39730,Salerno, ,IT SAL,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,40.67,14.75
332,50120,Indonesia -- 50020,Toboali,Sabang,ID TBL,Indonesia,Java Sea; South Pacific Ocean,-3.02,106.45
333,61750,Japan -- 61100,Sakai Ko, ,JP SAK,Japan,Sea of Japan; North Pacific Ocean,35.55,133.25
334,50380,Indonesia -- 50020,Panjang,East Harbor; Oosthaven,ID PNJ,Indonesia,Indian Ocean,-5.47,105.32
335,40130,Sicilia -- 40090,Porto Di Palermo, ,IT PMO,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,38.12,13.38
336,39740,Italy West Coast Cont -- 39730,Portovecchio Di Piombino,Vecchio Di Piombino,IT PIO,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,42.93,10.56
337,59485,Philippine Islands -- 57960,General Santos,Dadiangas; Makar,PH GES,Philippines,Celebes Sea; North Pacific Ocean,6.12,125.18
338,59345,Philippine Islands -- 57960,Nasipit Port,Masao,PH NAS,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,8.98,125.33
339,47105,Kenya -- 47090,Kilifi, ,KE KLF,Kenya,Indian Ocean,-3.63,39.87
340,46935,Mozambique -- 46860,Nacala,Nakala,MZ MNC,Mozambique,Mozambique Channel; Indian Ocean,-14.53,40.67
341,46930,Mozambique -- 46860,Mocambique,Mozambique,MZ MZQ,Mozambique,Mozambique Channel; Indian Ocean,-15.03,40.73
342,45812,Mauritania -- 45810,Nouadhibou,Etienne; Port Etienne,MR NDB,Mauritania,North Atlantic Ocean,20.92,-17.05
343,45793, ,Casablanca,Dar El Beida,MA CAS,Morocco,North Atlantic Ocean,33.60,-7.62
344,37990,Portugal -- 37930,Lisboa,Lisbon,PT LIS,Portugal,North Atlantic Ocean,38.70,-9.17
345,15990,Mexico West Coast -- 15700,Ensenada, ,MX ESE,Mexico,North Pacific Ocean,31.87,-116.63
346,11625,Saint Lucia -- 11615,Grand Cul De Sac Bay,Cul De Sac,LC CDS,Saint Lucia,Caribbean Sea; North Atlantic Ocean,13.98,-61.02
347,58100,Philippine Islands -- 57960,Jose Panganiban,Mambulao,PH JPM,Philippines,Philippine inland seas; North Pacific Ocean,14.28,122.68
348,59400,Philippine Islands -- 57960,Mati, ,PH MXI,Philippines,Celebes Sea; North Pacific Ocean,6.95,126.22
349,59720,Philippine Islands -- 57960,Bugo, ,PH BUG,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,8.52,124.75
350,48357,Kuwait -- 48350,Mina Ash Shuaybah,Shuaiba,KW SAA,Kuwait,Persian Gulf; Indian Ocean,29.03,48.17
351,48370,Kuwait -- 48350,Al Kuwayt,Kuwait; Mina Ash Shuwaykh,KW KWI,Kuwait,Persian Gulf; Indian Ocean,29.35,47.93
352,47107,Kenya -- 47090,Malindi, ,KE MYD,Kenya,Indian Ocean,-3.22,40.13
353,57970,Philippine Islands -- 57960,Basco, ,PH BSO,Philippines,Luzon Strait; North Pacific Ocean,20.45,121.97
354,59430,Philippine Islands -- 57960,Davao, ,PH DVO,Philippines,Celebes Sea; North Pacific Ocean,7.07,125.62
355,59770,Philippine Islands -- 57960,Basilian City (Isabela), ,PH BCT,Philippines,Sulu Sea; North Pacific Ocean,6.72,121.97
356,45240,Libya -- 45200,Darnah,Derna,LY DRX,Libya,Mediterranean Sea; North Atlantic Ocean,32.77,22.65
357,45335,Libya -- 45200,Az Zawiya, ,LY ZAW,Libya,Mediterranean Sea; North Atlantic Ocean,32.80,12.72
358,45785, ,Kenitra,Port Lyautey,MA NNA,Morocco,North Atlantic Ocean,34.30,-6.60
359,45802, ,Agadir, ,MA AGA,Morocco,North Atlantic Ocean,30.43,-9.63
360,15427,Panama West Coast -- 15380,Charco Azul,Petroterminal De Panama,PA CHA,Panama,North Pacific Ocean,8.22,-82.87
361,48338,Saudi Arabia Continued -- 48330,Al Jubayl,Al Jubayl,SA JBI,Saudi Arabia,Persian Gulf; Indian Ocean,27.08,49.67
362,48356,Kuwait -- 48350,Mina Az Zawr,Mina Saud,KW MIS,Kuwait,Persian Gulf; Indian Ocean,28.73,48.40
363,49980,Malaysia -- 49820,Muar,Bandar Maharani,MY MUA,Malaysia,Strait of Malacca; Indian Ocean,2.05,102.57
364,45800, ,Essaouira,Mogador; Suira,MA ESS,Morocco,North Atlantic Ocean,31.50,-9.78
365,46241,Nigeria -- 46120,Akpo Oil Terminal, ,NG AKP,Nigeria,Gulf of Guinea; North Atlantic Ocean,3.13,6.82
366,57485,Cambodia -- 57478,Kampong Saom,Krong Preah Sihanouk; Sihanoukville,KH KOS,Cambodia,Gulf of Thailand; South China Sea; North Pacific Ocean,10.63,103.50
367,46880,Mozambique -- 46860,Inhambane,Innamban,MZ INH,Mozambique,Mozambique Channel; Indian Ocean,-23.92,35.40
368,47110,Kenya -- 47090,Lamu, ,KE LAU,Kenya,Indian Ocean,-2.27,40.90
369,55330,New Zealand S Island -- 55260,Akaroa, ,NZ AKA,New Zealand,South Pacific Ocean,-43.80,172.97
370,37980,Portugal -- 37930,Figueira Da Foz, ,PT FDF,Portugal,North Atlantic Ocean,40.15,-8.85
371,38030,Portugal -- 37930,Faro, ,PT FAO,Portugal,North Atlantic Ocean,37.03,-7.93
372,59100,Philippine Islands -- 57960,Lazi, ,PH LZB,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,9.13,123.63
373,37950,Portugal -- 37930,Porto De Leixoes,Leixos; Matosinhos,PT LEI,Portugal,North Atlantic Ocean,41.18,-8.70
374,38110,Acores -- 38060,Vila Do Porto, ,PT VDP,Portugal,North Atlantic Ocean,36.93,-25.15
375,40330,Malta -- 40320,Valletta Harbors, ,MT MLA,Malta,Mediterranean Sea; North Atlantic Ocean,35.90,14.52
376,15423,Panama West Coast -- 15380,Vacamonte, ,PA VAC,Panama,Gulf of Panama; North Pacific Ocean,8.87,-79.67
377,38000,Portugal -- 37930,Setubal, ,PT SET,Portugal,North Atlantic Ocean,38.52,-8.90
378,38005,Portugal -- 37930,Sines, ,PT SIE,Portugal,North Atlantic Ocean,37.95,-8.87
379,46920,Mozambique -- 46860,Porto Belo, ,MZ PBE,Mozambique,Mozambique Channel; Indian Ocean,-17.70,37.18
380,15917,Mexico West Coast -- 15700,Pichilingue, ,MX PIC,Mexico,Gulf of California; North Pacific Ocean,24.27,-110.33
381,15460,Panama West Coast -- 15380,Puerto Armuelles,Armuelles,PA AML,Panama,North Pacific Ocean,8.27,-82.85
382,37940,Portugal -- 37930,Viana Do Castelo, ,PT VDC,Portugal,North Atlantic Ocean,41.70,-8.83
383,46910,Mozambique -- 46860,Quelimane,Kiliman,MZ UEL,Mozambique,Mozambique Channel; Indian Ocean,-17.88,36.88
384,57425,Malaysia -- 57400,Tapis Marine Terminal A, ,MY TAT,Malaysia,South China Sea; North Pacific Ocean,5.52,105.02
385,55180,New Zealand N Island -- 54990,Wanganui,Castlecliff,NZ WAG,New Zealand,Tasman Sea; South Pacific Ocean,-39.95,175.03
386,59725,Philippine Islands -- 57960,Villanueva, ,PH VNV,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,8.58,124.77
387,59780,Philippine Islands -- 57960,Port Holland, ,PH PHD,Philippines,Sulu Sea; North Pacific Ocean,6.55,121.87
388,48349,Saudi Arabia Continued -- 48330,Ras Al Khafji, ,SA RAR,Saudi Arabia,Persian Gulf; Indian Ocean,28.43,48.58
389,59530,Philippine Islands -- 57960,Pagadian, ,PH PAG,Philippines,Celebes Sea; North Pacific Ocean,7.83,123.43
390,47750,Rodrigues -- 47740,Port Mathurin, ,MU PMA,Mauritius,Indian Ocean,-19.68,63.42
391,49825,Malaysia -- 49820,Port Langkawi, ,MY LGK,Malaysia,Strait of Malacca; Indian Ocean,6.43,99.77
392,58205,Philippine Islands -- 57960,Sorsogon, ,PH SOR,Philippines,Philippine inland seas; North Pacific Ocean,12.97,124.00
393,48340,Saudi Arabia Continued -- 48330,Ras  Tannurah,Ras Tanura,SA RTA,Saudi Arabia,Persian Gulf; Indian Ocean,26.63,50.17
394,8225,United States E Coast -- 6585,Annapolis, ,US ANP,United States,North Atlantic Ocean,38.98,-76.48
395,8210,United States E Coast -- 6585,Baltimore, ,US BAL,United States,North Atlantic Ocean,39.27,-76.58
396,8130,United States E Coast -- 6585,Camden, ,US CDE,United States,North Atlantic Ocean,39.95,-75.13
397,8080,United States E Coast -- 6585,Chester, ,US CHT,United States,North Atlantic Ocean,39.85,-75.35
398,7810,United States E Coast -- 6585,Newark, ,US EWR,United States,North Atlantic Ocean,40.70,-74.15
399,7790,United States E Coast -- 6585,Bayonne, ,US BAY,United States,North Atlantic Ocean,40.68,-74.10
400,7770,United States E Coast -- 6585,Hoboken, ,US HBK,United States,North Atlantic Ocean,40.75,-74.02
401,7610,United States E Coast -- 6585,Greenwich, ,US GRH,United States,North Atlantic Ocean,41.02,-73.62
402,7570,United States E Coast -- 6585,Bridgeport, ,US BDR,United States,North Atlantic Ocean,41.17,-73.18
403,7400,United States E Coast -- 6585,Fall River, ,US FAV,United States,North Atlantic Ocean,41.70,-71.17
404,7720,United States E Coast -- 6585,Albany, ,US ALB,United States,North Atlantic Ocean,42.65,-73.75
405,45400,Tunisia -- 45360,Mahdia, ,TN MAD,Tunisia,Mediterranean Sea; North Atlantic Ocean,35.50,11.07
